1744791293.07, -3.142, -1.047, 0.785, -1.309, -1.571, 0.785, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -0.155, 0.155, 0.155, 0.155, 0.155, -0.155, -0.155, -0.155
1744791293.09, -3.182, -1.174, 1.009, -1.406, -1.571, 0.745, -1.235, -3.844, 6.778, -2.935, 0.000, -1.235, -0.155, 0.155, 0.155, 0.155, 0.155, -0.155, -0.155, -0.155
1744791293.09, -3.182, -1.174, 1.009, -1.406, -1.571, 0.745, -1.235, -3.844, 6.778, -2.935, 0.000, -1.235, -0.155, 0.155, 0.155, 0.155, 0.155, -0.155, -0.155, -0.155
1744791293.12, -3.227, -1.273, 1.173, -1.471, -1.571, 0.700, -1.356, -3.007, 4.970, -1.963, -0.000, -1.356, -0.155, 0.155, 0.155, 0.155, 0.155, -0.155, -0.155, -0.155
1744791293.12, -3.227, -1.273, 1.173, -1.471, -1.571, 0.700, -1.356, -3.007, 4.970, -1.963, -0.000, -1.356, -0.155, 0.155, 0.155, 0.155, 0.155, -0.155, -0.155, -0.155
1744791293.17, -3.275, -1.359, 1.307, -1.519, -1.571, 0.652, -1.451, -2.593, 4.052, -1.459, -0.000, -1.451, -0.155, 0.155, 0.155, 0.155, 0.155, -0.155, -0.155, -0.155
1744791293.17, -3.275, -1.359, 1.307, -1.519, -1.571, 0.652, -1.451, -2.593, 4.052, -1.459, -0.000, -1.451, -0.155, 0.155, 0.155, 0.155, 0.155, -0.155, -0.155, -0.155
1744791293.19, -3.326, -1.436, 1.421, -1.556, -1.571, 0.601, -1.539, -2.327, 3.447, -1.120, 0.000, -1.539, -0.155, 0.155, 0.155, 0.155, 0.155, -0.155, -0.155, -0.155
1744791293.19, -3.326, -1.436, 1.421, -1.556, -1.571, 0.601, -1.539, -2.327, 3.447, -1.120, 0.000, -1.539, -0.155, 0.155, 0.155, 0.155, 0.155, -0.155, -0.155, -0.155
1744791293.22, -3.379, -1.506, 1.520, -1.584, -1.571, 0.548, -1.623, -2.132, 2.998, -0.866, 0.000, -1.623, -0.155, 0.155, 0.155, 0.155, 0.155, -0.155, -0.155, -0.155
1744791293.23, -3.379, -1.506, 1.520, -1.584, -1.571, 0.548, -1.623, -2.132, 2.998, -0.866, 0.000, -1.623, -0.310, 0.111, -0.016, 0.111, -0.016, -0.184, -0.310, -0.184
1744791293.25, -3.436, -1.571, 1.607, -1.606, -1.571, 0.491, -1.707, -1.978, 2.641, -0.663, 0.000, -1.707, -0.310, 0.111, -0.016, 0.111, -0.016, -0.184, -0.310, -0.184
