1746033789.34, 0.007, -3.142, -1.047, 0.785, -1.309, -1.571, 0.785, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -0.155, 0.155, 0.155, 0.155, 0.155, -0.155, -0.155, -0.155, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
1746033789.36, 0.009, -3.143, -1.053, 0.797, -1.315, -1.571, 0.780, -0.111, -0.395, 0.773, -0.408, -0.017, -0.336, -0.155, 0.155, 0.155, 0.155, 0.155, -0.155, -0.155, -0.155, 0.063, -0.000, 0.629, 0.063, -0.000, 0.634, 0.149, -0.001, 1.494, 0.149, -0.001, 1.490
1746033789.37, 0.009, -3.145, -1.060, 0.810, -1.322, -1.571, 0.775, -0.127, -0.443, 0.852, -0.439, -0.013, -0.331, -0.155, 0.155, 0.155, 0.155, 0.155, -0.155, -0.155, -0.155, 0.104, -0.000, 1.037, 0.104, -0.000, 1.040, 0.138, -0.001, 1.383, 0.138, -0.001, 1.381
1746033789.39, 0.009, -3.147, -1.067, 0.824, -1.329, -1.571, 0.771, -0.142, -0.489, 0.923, -0.461, -0.012, -0.326, -0.155, 0.155, 0.155, 0.155, 0.155, -0.155, -0.155, -0.155, 0.111, -0.001, 1.112, 0.111, -0.001, 1.114, 0.132, -0.001, 1.320, 0.132, -0.001, 1.319
1746033789.40, 0.009, -3.150, -1.075, 0.839, -1.336, -1.572, 0.766, -0.159, -0.538, 0.999, -0.486, -0.012, -0.326, -0.155, 0.155, 0.155, 0.155, 0.155, -0.155, -0.155, -0.155, 0.113, -0.001, 1.125, 0.113, -0.001, 1.126, 0.130, -0.001, 1.305, 0.130, -0.001, 1.304
1746033789.42, 0.008, -3.152, -1.084, 0.855, -1.343, -1.572, 0.761, -0.176, -0.585, 1.066, -0.504, -0.011, -0.327, -0.155, 0.155, 0.155, 0.155, 0.155, -0.155, -0.155, -0.155, 0.114, -0.001, 1.137, 0.114, -0.001, 1.138, 0.131, -0.001, 1.305, 0.130, -0.001, 1.304
1746033789.43, 0.009, -3.155, -1.093, 0.872, -1.351, -1.572, 0.756, -0.195, -0.633, 1.136, -0.523, -0.011, -0.332, -0.155, 0.155, 0.155, 0.155, 0.155, -0.155, -0.155, -0.155, 0.114, -0.001, 1.136, 0.114, -0.001, 1.137, 0.130, -0.001, 1.304, 0.130, -0.001, 1.302
1746033789.45, 0.015, -3.158, -1.104, 0.890, -1.359, -1.572, 0.751, -0.215, -0.679, 1.197, -0.535, -0.012, -0.338, -0.159, 0.154, 0.151, 0.155, 0.151, -0.156, -0.159, -0.155, 0.115, -0.000, 1.152, 0.115, -0.000, 1.153, 0.130, -0.001, 1.303, 0.130, -0.001, 1.301
1746033789.46, 0.009, -3.162, -1.115, 0.909, -1.368, -1.572, 0.746, -0.232, -0.735, 1.289, -0.568, -0.012, -0.344, -0.159, 0.154, 0.151, 0.155, 0.151, -0.156, -0.159, -0.155, 0.113, -0.001, 1.131, 0.113, -0.001, 1.131, 0.126, -0.001, 1.262, 0.126, -0.001, 1.262
1746033789.48, 0.009, -3.166, -1.126, 0.930, -1.378, -1.572, 0.740, -0.243, -0.772, 1.417, -0.653, -0.008, -0.343, -0.159, 0.154, 0.151, 0.155, 0.151, -0.156, -0.159, -0.155, 0.079, -0.002, 1.014, 0.078, -0.002, 1.018, 0.071, -0.003, 1.120, 0.073, -0.003, 1.116
